"u:0","u:1","u:2","Points:0","Points:1","Points:2"
0.00085614,0.00129,0,0.00864,0.019218,0
0.00089897,0.0013791,0,0.00912,0.019577,0
0.0009403,0.0014716,0,0.0096,0.019936,0
0.00097997,0.0015677,0,0.01008,0.020295,0
0.0010178,0.0016676,0,0.01056,0.020654,0
0.0010537,0.0017716,0,0.01104,0.021012,0
0.0010874,0.0018798,0,0.01152,0.021371,0
0.0011188,0.0019924,0,0.012,0.02173,0
0.0011478,0.0021097,0,0.01248,0.022089,0
0.0011741,0.0022317,0,0.01296,0.022448,0
0.0011976,0.0023587,0,0.01344,0.022806,0
0.0012182,0.0024907,0,0.01392,0.023165,0
0.0012357,0.0026281,0,0.0144,0.023524,0
0.00125,0.0027708,0,0.01488,0.023883,0
0.0012609,0.0029191,0,0.01536,0.024242,0
0.0012684,0.0030731,0,0.01584,0.0246,0
0.0012722,0.0032329,0,0.01632,0.024959,0
0.0012723,0.0033986,0,0.0168,0.025318,0
0.0012685,0.0035703,0,0.01728,0.025677,0
0.0012607,0.0037481,0,0.01776,0.026036,0
0.0012489,0.0039321,0,0.01824,0.026394,0
0.0012328,0.0041224,0,0.01872,0.026753,0
0.0012125,0.0043192,0,0.0192,0.027112,0
0.0011878,0.0045223,0,0.01968,0.027471,0
0.0011587,0.004732,0,0.02016,0.02783,0
0.001125,0.0049483,0,0.02064,0.028188,0
0.0010868,0.0051713,0,0.02112,0.028547,0
0.0010438,0.005401,0,0.0216,0.028906,0
0.00099613,0.0056374,0,0.02208,0.029265,0
0.00094361,0.0058807,0,0.02256,0.029624,0
0.00088622,0.0061308,0,0.02304,0.029982,0
0.0008239,0.0063879,0,0.02352,0.030341,0
0.00075658,0.0066519,0,0.024,0.0307,0
0.00068422,0.006923,0,0.02448,0.031059,0
0.00060675,0.0072011,0,0.02496,0.031418,0
0.00052413,0.0074863,0,0.02544,0.031776,0
0.00043631,0.0077786,0,0.02592,0.032135,0
0.00034323,0.0080781,0,0.0264,0.032494,0
0.00024485,0.0083847,0,0.02688,0.032853,0
0.00014111,0.0086987,0,0.02736,0.033212,0
3.1957e-05,0.0090199,0,0.02784,0.03357,0
-8.2656e-05,0.0093484,0,0.02832,0.033929,0
-0.00020278,0.0096842,0,0.0288,0.034288,0
-0.00032848,0.010027,0,0.02928,0.034647,0
-0.0004598,0.010378,0,0.02976,0.035006,0
-0.0005968,0.010736,0,0.03024,0.035364,0
-0.00073954,0.011102,0,0.03072,0.035723,0
-0.00088808,0.011475,0,0.0312,0.036082,0
-0.0010425,0.011855,0,0.03168,0.036441,0
-0.0012028,0.012244,0,0.03216,0.0368,0
-0.0013691,0.01264,0,0.03264,0.037158,0
-0.0015415,0.013043,0,0.03312,0.037517,0
-0.00172,0.013454,0,0.0336,0.037876,0
-0.0019047,0.013873,0,0.03408,0.038235,0
-0.0020956,0.014299,0,0.03456,0.038594,0
-0.0022929,0.014734,0,0.03504,0.038952,0
-0.0024967,0.015176,0,0.03552,0.039311,0
-0.0027069,0.015625,0,0.036,0.03967,0
-0.0029237,0.016083,0,0.03648,0.040029,0
-0.0031472,0.016548,0,0.03696,0.040388,0
-0.0033774,0.017022,0,0.03744,0.040746,0
-0.0036145,0.017503,0,0.03792,0.041105,0
-0.0038584,0.017991,0,0.0384,0.041464,0
-0.0041094,0.018488,0,0.03888,0.041823,0
-0.0043674,0.018992,0,0.03936,0.042182,0
-0.0046325,0.019505,0,0.03984,0.04254,0
-0.0049047,0.020025,0,0.04032,0.042899,0
-0.0051842,0.020552,0,0.0408,0.043258,0
-0.0054709,0.021088,0,0.04128,0.043617,0
-0.0057648,0.021631,0,0.04176,0.043976,0
-0.0060658,0.022181,0,0.04224,0.044334,0
-0.0063737,0.022738,0,0.04272,0.044693,0
-0.0066883,0.023303,0,0.0432,0.045052,0
-0.007009,0.023875,0,0.04368,0.045411,0
-0.0073352,0.024452,0,0.04416,0.04577,0
-0.0076661,0.025036,0,0.04464,0.046128,0
-0.0080008,0.025624,0,0.04512,0.046487,0
-0.0083382,0.026215,0,0.0456,0.046846,0
-0.0086776,0.026808,0,0.04608,0.047205,0
-0.0090182,0.027401,0,0.04656,0.047564,0
-0.0093603,0.027994,0,0.04704,0.047922,0
-0.0097042,0.028584,0,0.04752,0.048281,0
-0.010051,0.029171,0,0.048,0.04864,0
0,0,0,0,0.0132,0
4.5687e-05,6.828e-05,0,0.00048,0.013556,0
9.2066e-05,0.00013552,0,0.00096,0.013912,0
0.00013907,0.000202,0,0.00144,0.014268,0
0.00018662,0.00026799,0,0.00192,0.014624,0
0.00023463,0.00033376,0,0.0024,0.01498,0
0.00028301,0.00039959,0,0.00288,0.015336,0
0.00033166,0.00046572,0,0.00336,0.015692,0
0.00038045,0.00053243,0,0.00384,0.016048,0
0.00042928,0.00059997,0,0.00432,0.016404,0
0.00047801,0.00066859,0,0.0048,0.01676,0
0.00052652,0.00073855,0,0.00528,0.017116,0
0.00057467,0.00081009,0,0.00576,0.017472,0
0.00062232,0.00088346,0,0.00624,0.017828,0
0.00066932,0.00095891,0,0.00672,0.018184,0
0.00071552,0.0010367,0,0.0072,0.01854,0
0.00076076,0.001117,0,0.00768,0.018896,0
0.00080489,0.0012001,0,0.00816,0.019252,0
0.00084775,0.0012862,0,0.00864,0.019608,0
0.00088918,0.0013755,0,0.00912,0.019964,0
0.00092901,0.0014683,0,0.0096,0.02032,0
0.00096709,0.0015648,0,0.01008,0.020676,0
0.0010032,0.0016652,0,0.01056,0.021032,0
0.0010373,0.0017696,0,0.01104,0.021388,0
0.0010691,0.0018783,0,0.01152,0.021744,0
0.0010986,0.0019915,0,0.012,0.0221,0
0.0011254,0.0021092,0,0.01248,0.022456,0
0.0011496,0.0022319,0,0.01296,0.022812,0
0.0011709,0.0023594,0,0.01344,0.023168,0
0.0011891,0.0024922,0,0.01392,0.023524,0
0.0012042,0.0026302,0,0.0144,0.02388,0
0.001216,0.0027736,0,0.01488,0.024236,0
0.0012244,0.0029226,0,0.01536,0.024592,0
0.0012292,0.0030772,0,0.01584,0.024948,0
0.0012304,0.0032377,0,0.01632,0.025304,0
0.0012277,0.003404,0,0.0168,0.02566,0
0.0012211,0.0035764,0,0.01728,0.026016,0
0.0012106,0.0037549,0,0.01776,0.026372,0
0.0011958,0.0039396,0,0.01824,0.026728,0
0.0011769,0.0041306,0,0.01872,0.027084,0
0.0011537,0.0043279,0,0.0192,0.02744,0
0.001126,0.0045317,0,0.01968,0.027796,0
0.0010939,0.004742,0,0.02016,0.028152,0
0.0010573,0.0049588,0,0.02064,0.028508,0
0.001016,0.0051823,0,0.02112,0.028864,0
0.00097003,0.0054125,0,0.0216,0.02922,0
0.00091932,0.0056495,0,0.02208,0.029576,0
0.00086379,0.0058932,0,0.02256,0.029932,0
0.0008034,0.0061438,0,0.02304,0.030288,0
0.00073808,0.0064013,0,0.02352,0.030644,0
0.00066778,0.0066657,0,0.024,0.031,0
0.00059246,0.0069371,0,0.02448,0.031356,0
0.00051205,0.0072155,0,0.02496,0.031712,0
0.00042651,0.007501,0,0.02544,0.032068,0
0.0003358,0.0077936,0,0.02592,0.032424,0
0.00023986,0.0080933,0,0.0264,0.03278,0
0.00013865,0.0084002,0,0.02688,0.033136,0
3.2109e-05,0.0087143,0,0.02736,0.033492,0
-7.98e-05,0.0090357,0,0.02784,0.033848,0
-0.00019713,0.0093644,0,0.02832,0.034204,0
-0.00031994,0.0097004,0,0.0288,0.03456,0
-0.00044827,0.010044,0,0.02928,0.034916,0
-0.00058218,0.010395,0,0.02976,0.035272,0
-0.00072172,0.010753,0,0.03024,0.035628,0
-0.00086695,0.011118,0,0.03072,0.035984,0
-0.0010179,0.011492,0,0.0312,0.03634,0
-0.0011747,0.011872,0,0.03168,0.036696,0
-0.0013374,0.012261,0,0.03216,0.037052,0
-0.001506,0.012656,0,0.03264,0.037408,0
-0.0016806,0.01306,0,0.03312,0.037764,0
-0.0018612,0.013471,0,0.0336,0.03812,0
-0.002048,0.01389,0,0.03408,0.038476,0
-0.002241,0.014317,0,0.03456,0.038832,0
-0.0024403,0.014751,0,0.03504,0.039188,0
-0.0026459,0.015193,0,0.03552,0.039544,0
-0.0028579,0.015643,0,0.036,0.0399,0
-0.0030765,0.0161,0,0.03648,0.040256,0
-0.0033016,0.016566,0,0.03696,0.040612,0
-0.0035334,0.017039,0,0.03744,0.040968,0
-0.0037719,0.01752,0,0.03792,0.041324,0
-0.0040172,0.018009,0,0.0384,0.04168,0
-0.0042694,0.018506,0,0.03888,0.042036,0
-0.0045285,0.01901,0,0.03936,0.042392,0
-0.0047946,0.019523,0,0.03984,0.042748,0
-0.0050678,0.020043,0,0.04032,0.043104,0
-0.005348,0.020571,0,0.0408,0.04346,0
-0.0056352,0.021106,0,0.04128,0.043816,0
-0.0059294,0.021649,0,0.04176,0.044172,0
-0.0062305,0.0222,0,0.04224,0.044528,0
-0.0065382,0.022757,0,0.04272,0.044884,0
-0.0068522,0.023322,0,0.0432,0.04524,0
-0.0071721,0.023894,0,0.04368,0.045596,0
-0.0074971,0.024472,0,0.04416,0.045952,0
-0.0078265,0.025055,0,0.04464,0.046308,0
-0.0081594,0.025643,0,0.04512,0.046664,0
-0.0084948,0.026234,0,0.0456,0.04702,0
-0.008832,0.026828,0,0.04608,0.047376,0
-0.0091706,0.027421,0,0.04656,0.047732,0
-0.0095107,0.028013,0,0.04704,0.048088,0
-0.009853,0.028604,0,0.04752,0.048444,0
-0.010198,0.029193,0,0.048,0.0488,0
0,0,0,0,0.01364,0
4.5856e-05,6.7704e-05,0,0.00048,0.013993,0
9.2345e-05,0.00013438,0,0.00096,0.014346,0
0.00013939,0.00020033,0,0.00144,0.0147,0
0.00018692,0.00026581,0,0.00192,0.015053,0
0.00023483,0.00033111,0,0.0024,0.015406,0
0.00028302,0.00039651,0,0.00288,0.015759,0
0.0003314,0.00046225,0,0.00336,0.016112,0
0.00037983,0.00052862,0,0.00384,0.016466,0
0.0004282,0.00059587,0,0.00432,0.016819,0
0.00047639,0.00066425,0,0.0048,0.017172,0
0.00052426,0.00073402,0,0.00528,0.017525,0
0.00057167,0.00080543,0,0.00576,0.017878,0
0.00061847,0.00087873,0,0.00624,0.018232,0
0.00066452,0.00095416,0,0.00672,0.018585,0
0.00070967,0.001032,0,0.0072,0.018938,0
0.00075377,0.0011124,0,0.00768,0.019291,0
0.00079664,0.0011956,0,0.00816,0.019644,0
0.00083815,0.001282,0,0.00864,0.019998,0
0.00087812,0.0013716,0,0.00912,0.020351,0
0.0009164,0.0014647,0,0.0096,0.020704,0
0.00095282,0.0015615,0,0.01008,0.021057,0
0.00098722,0.0016623,0,0.01056,0.02141,0
0.0010194,0.0017672,0,0.01104,0.021764,0
0.0010493,0.0018764,0,0.01152,0.022117,0
0.0010767,0.0019901,0,0.012,0.02247,0
0.0011014,0.0021085,0,0.01248,0.022823,0
0.0011234,0.0022317,0,0.01296,0.023176,0
0.0011424,0.0023599,0,0.01344,0.02353,0
0.0011583,0.0024933,0,0.01392,0.023883,0
0.0011709,0.0026319,0,0.0144,0.024236,0
0.0011802,0.002776,0,0.01488,0.024589,0
0.001186,0.0029257,0,0.01536,0.024942,0
0.0011882,0.003081,0,0.01584,0.025296,0
0.0011866,0.0032422,0,0.01632,0.025649,0
0.0011812,0.0034092,0,0.0168,0.026002,0
0.0011718,0.0035823,0,0.01728,0.026355,0
0.0011584,0.0037615,0,0.01776,0.026708,0
0.0011408,0.0039468,0,0.01824,0.027062,0
0.0011189,0.0041384,0,0.01872,0.027415,0
0.0010927,0.0043364,0,0.0192,0.027768,0
0.0010621,0.0045408,0,0.01968,0.028121,0
0.001027,0.0047517,0,0.02016,0.028474,0
0.00098739,0.0049691,0,0.02064,0.028828,0
0.00094311,0.0051931,0,0.02112,0.029181,0
0.00089414,0.0054238,0,0.0216,0.029534,0
0.00084042,0.0056613,0,0.02208,0.029887,0
0.00078189,0.0059055,0,0.02256,0.03024,0
0.0007185,0.0061565,0,0.02304,0.030594,0
0.00065019,0.0064144,0,0.02352,0.030947,0
0.00057693,0.0066792,0,0.024,0.0313,0
0.00049865,0.0069509,0,0.02448,0.031653,0
0.00041532,0.0072297,0,0.02496,0.032006,0
0.00032688,0.0075155,0,0.02544,0.03236,0
0.0002333,0.0078083,0,0.02592,0.032713,0
0.00013452,0.0081083,0,0.0264,0.033066,0
3.0496e-05,0.0084155,0,0.02688,0.033419,0
-7.8812e-05,0.0087298,0,0.02736,0.033772,0
-0.00019345,0.0090514,0,0.02784,0.034126,0
-0.00031348,0.0093803,0,0.02832,0.034479,0
-0.00043894,0.0097164,0,0.0288,0.034832,0
-0.00056987,0.01006,0,0.02928,0.035185,0
-0.00070634,0.010411,0,0.02976,0.035538,0
-0.00084839,0.010769,0,0.03024,0.035892,0
-0.00099609,0.011135,0,0.03072,0.036245,0
-0.0011495,0.011508,0,0.0312,0.036598,0
-0.0013086,0.011889,0,0.03168,0.036951,0
-0.0014736,0.012277,0,0.03216,0.037304,0
-0.0016444,0.012673,0,0.03264,0.037658,0
-0.0018212,0.013077,0,0.03312,0.038011,0
-0.002004,0.013488,0,0.0336,0.038364,0
-0.0021928,0.013907,0,0.03408,0.038717,0
-0.0023878,0.014334,0,0.03456,0.03907,0
-0.002589,0.014768,0,0.03504,0.039424,0
-0.0027964,0.01521,0,0.03552,0.039777,0
-0.0030102,0.01566,0,0.036,0.04013,0
-0.0032305,0.016118,0,0.03648,0.040483,0
-0.0034572,0.016583,0,0.03696,0.040836,0
-0.0036905,0.017056,0,0.03744,0.04119,0
-0.0039304,0.017538,0,0.03792,0.041543,0
-0.004177,0.018027,0,0.0384,0.041896,0
-0.0044304,0.018523,0,0.03888,0.042249,0
-0.0046906,0.019028,0,0.03936,0.042602,0
-0.0049576,0.019541,0,0.03984,0.042956,0
-0.0052316,0.020061,0,0.04032,0.043309,0
-0.0055124,0.020589,0,0.0408,0.043662,0
-0.0058,0.021124,0,0.04128,0.044015,0
-0.0060945,0.021668,0,0.04176,0.044368,0
-0.0063955,0.022218,0,0.04224,0.044722,0
-0.0067029,0.022777,0,0.04272,0.045075,0
-0.0070164,0.023342,0,0.0432,0.045428,0
-0.0073353,0.023914,0,0.04368,0.045781,0
-0.0076591,0.024492,0,0.04416,0.046134,0
-0.0079869,0.025075,0,0.04464,0.046488,0
-0.0083179,0.025663,0,0.04512,0.046841,0
-0.0086514,0.026254,0,0.0456,0.047194,0
-0.0089865,0.026847,0,0.04608,0.047547,0
-0.0093232,0.027441,0,0.04656,0.0479,0
-0.0096615,0.028034,0,0.04704,0.048254,0
-0.010002,0.028625,0,0.04752,0.048607,0
-0.010346,0.029216,0,0.048,0.04896,0
0,0,0,0,0.01408,0
4.5961e-05,6.706e-05,0,0.00048,0.01443,0
9.2495e-05,0.00013312,0,0.00096,0.014781,0
0.00013952,0.00019848,0,0.00144,0.015131,0
0.00018695,0.00026341,0,0.00192,0.015482,0
0.00023469,0.00032821,0,0.0024,0.015832,0
0.00028263,0.00039313,0,0.00288,0.016182,0
0.00033066,0.00045846,0,0.00336,0.016533,0
0.00037866,0.00052447,0,0.00384,0.016883,0
0.00042652,0.0005914,0,0.00432,0.017234,0
0.00047409,0.00065953,0,0.0048,0.017584,0
0.00052124,0.0007291,0,0.00528,0.017934,0
0.00056783,0.00080038,0,0.00576,0.018285,0
0.00061373,0.0008736,0,0.00624,0.018635,0
0.00065877,0.00094902,0,0.00672,0.018986,0
0.0007028,0.0010269,0,0.0072,0.019336,0
0.00074568,0.0011074,0,0.00768,0.019686,0
0.00078725,0.0011908,0,0.00816,0.020037,0
0.00082733,0.0012773,0,0.00864,0.020387,0
0.00086579,0.0013672,0,0.00912,0.020738,0
0.00090245,0.0014607,0,0.0096,0.021088,0
0.00093715,0.0015579,0,0.01008,0.021438,0
0.00096974,0.0016591,0,0.01056,0.021789,0
0.0010001,0.0017645,0,0.01104,0.022139,0
0.0010279,0.0018742,0,0.01152,0.02249,0
0.0010532,0.0019884,0,0.012,0.02284,0
0.0010758,0.0021074,0,0.01248,0.02319,0
0.0010955,0.0022312,0,0.01296,0.023541,0
0.0011121,0.00236,0,0.01344,0.023891,0
0.0011256,0.0024941,0,0.01392,0.024242,0
0.0011358,0.0026334,0,0.0144,0.024592,0
0.0011425,0.0027782,0,0.01488,0.024942,0
0.0011457,0.0029286,0,0.01536,0.025293,0
0.0011452,0.0030846,0,0.01584,0.025643,0
0.0011409,0.0032465,0,0.01632,0.025994,0
0.0011327,0.0034142,0,0.0168,0.026344,0
0.0011205,0.003588,0,0.01728,0.026694,0
0.0011042,0.0037678,0,0.01776,0.027045,0
0.0010837,0.0039538,0,0.01824,0.027395,0
0.0010589,0.0041461,0,0.01872,0.027746,0
0.0010297,0.0043447,0,0.0192,0.028096,0
0.00099617,0.0045497,0,0.01968,0.028446,0
0.00095809,0.0047612,0,0.02016,0.028797,0
0.00091543,0.0049792,0,0.02064,0.029147,0
0.00086814,0.0052037,0,0.02112,0.029498,0
0.00081616,0.005435,0,0.0216,0.029848,0
0.00075943,0.0056729,0,0.02208,0.030198,0
0.0006979,0.0059175,0,0.02256,0.030549,0
0.00063152,0.006169,0,0.02304,0.030899,0
0.00056024,0.0064273,0,0.02352,0.03125,0
0.00048402,0.0066925,0,0.024,0.0316,0
0.00040281,0.0069646,0,0.02448,0.03195,0
0.00031657,0.0072436,0,0.02496,0.032301,0
0.00022525,0.0075297,0,0.02544,0.032651,0
0.00012881,0.0078229,0,0.02592,0.033002,0
2.7212e-05,0.0081232,0,0.0264,0.033352,0
-7.9594e-05,0.0084305,0,0.02688,0.033702,0
-0.00019165,0.0087451,0,0.02736,0.034053,0
-0.000309,0.0090669,0,0.02784,0.034403,0
-0.00043169,0.0093959,0,0.02832,0.034754,0
-0.00055977,0.0097323,0,0.0288,0.035104,0
-0.00069328,0.010076,0,0.02928,0.035454,0
-0.00083228,0.010427,0,0.02976,0.035805,0
-0.00097682,0.010785,0,0.03024,0.036155,0
-0.0011269,0.011151,0,0.03072,0.036506,0
-0.0012827,0.011525,0,0.0312,0.036856,0
-0.0014442,0.011906,0,0.03168,0.037206,0
-0.0016114,0.012294,0,0.03216,0.037557,0
-0.0017844,0.01269,0,0.03264,0.037907,0
-0.0019633,0.013094,0,0.03312,0.038258,0
-0.0021482,0.013505,0,0.0336,0.038608,0
-0.0023391,0.013924,0,0.03408,0.038958,0
-0.002536,0.014351,0,0.03456,0.039309,0
-0.002739,0.014785,0,0.03504,0.039659,0
-0.0029483,0.015227,0,0.03552,0.04001,0
-0.0031638,0.015677,0,0.036,0.04036,0
-0.0033857,0.016135,0,0.03648,0.04071,0
-0.003614,0.0166,0,0.03696,0.041061,0
-0.0038487,0.017074,0,0.03744,0.041411,0
-0.00409,0.017555,0,0.03792,0.041762,0
-0.0043379,0.018044,0,0.0384,0.042112,0
-0.0045924,0.018541,0,0.03888,0.042462,0
-0.0048536,0.019046,0,0.03936,0.042813,0
-0.0051215,0.019558,0,0.03984,0.043163,0
-0.0053961,0.020079,0,0.04032,0.043514,0
-0.0056775,0.020607,0,0.0408,0.043864,0
-0.0059655,0.021143,0,0.04128,0.044214,0
-0.00626,0.021686,0,0.04176,0.044565,0
-0.006561,0.022237,0,0.04224,0.044915,0
-0.006868,0.022796,0,0.04272,0.045266,0
-0.0071808,0.023361,0,0.0432,0.045616,0
-0.0074987,0.023933,0,0.04368,0.045966,0
-0.0078212,0.024511,0,0.04416,0.046317,0
-0.0081474,0.025095,0,0.04464,0.046667,0
-0.0084766,0.025682,0,0.04512,0.047018,0
-0.0088081,0.026273,0,0.0456,0.047368,0
-0.0091412,0.026867,0,0.04608,0.047718,0
-0.009476,0.02746,0,0.04656,0.048069,0
-0.0098125,0.028054,0,0.04704,0.048419,0
-0.010152,0.028647,0,0.04752,0.04877,0
-0.010494,0.029239,0,0.048,0.04912,0
0,0,0,0,0.01452,0
4.6002e-05,6.6352e-05,0,0.00048,0.014868,0
9.2514e-05,0.00013174,0,0.00096,0.015215,0
0.00013945,0.00019646,0,0.00144,0.015563,0
0.00018672,0.0002608,0,0.00192,0.01591,0
0.00023421,0.00032505,0,0.0024,0.016258,0
0.00028182,0.00038948,0,0.00288,0.016606,0
0.00032944,0.00045437,0,0.00336,0.016953,0
0.00037695,0.00051998,0,0.00384,0.017301,0
0.00042421,0.00058659,0,0.00432,0.017648,0
0.00047109,0.00065445,0,0.0048,0.017996,0
0.00051746,0.00072382,0,0.00528,0.018344,0
0.00056317,0.00079495,0,0.00576,0.018691,0
0.00060809,0.00086809,0,0.00624,0.019039,0
0.00065205,0.00094348,0,0.00672,0.019386,0
0.00069491,0.0010214,0,0.0072,0.019734,0
0.00073651,0.001102,0,0.00768,0.020082,0
0.00077669,0.0011856,0,0.00816,0.020429,0
0.0008153,0.0012724,0,0.00864,0.020777,0
0.00085218,0.0013625,0,0.00912,0.021124,0
0.00088717,0.0014563,0,0.0096,0.021472,0
0.0009201,0.0015539,0,0.01008,0.02182,0
0.00095083,0.0016556,0,0.01056,0.022167,0
0.00097918,0.0017614,0,0.01104,0.022515,0
0.001005,0.0018716,0,0.01152,0.022862,0
0.0010282,0.0019864,0,0.012,0.02321,0
0.0010485,0.002106,0,0.01248,0.023558,0
0.0010659,0.0022304,0,0.01296,0.023905,0
0.0010802,0.0023599,0,0.01344,0.024253,0
0.0010912,0.0024946,0,0.01392,0.0246,0
0.0010988,0.0026346,0,0.0144,0.024948,0
0.001103,0.0027801,0,0.01488,0.025296,0
0.0011035,0.0029312,0,0.01536,0.025643,0
0.0011003,0.0030879,0,0.01584,0.025991,0
0.0010932,0.0032505,0,0.01632,0.026338,0
0.0010822,0.0034189,0,0.0168,0.026686,0
0.0010672,0.0035934,0,0.01728,0.027034,0
0.001048,0.0037739,0,0.01776,0.027381,0
0.0010245,0.0039606,0,0.01824,0.027729,0
0.0009968,0.0041535,0,0.01872,0.028076,0
0.00096469,0.0043528,0,0.0192,0.028424,0
0.00092812,0.0045584,0,0.01968,0.028772,0
0.00088704,0.0047704,0,0.02016,0.029119,0
0.00084138,0.004989,0,0.02064,0.029467,0
0.00079108,0.0052141,0,0.02112,0.029814,0
0.00073609,0.0054459,0,0.0216,0.030162,0
0.00067635,0.0056843,0,0.02208,0.03051,0
0.00061183,0.0059294,0,0.02256,0.030857,0
0.00054247,0.0061813,0,0.02304,0.031205,0
0.00046823,0.00644,0,0.02352,0.031552,0
0.00038907,0.0067055,0,0.024,0.0319,0
0.00030494,0.006978,0,0.02448,0.032248,0
0.0002158,0.0072574,0,0.02496,0.032595,0
0.00012162,0.0075438,0,0.02544,0.032943,0
2.2347e-05,0.0078373,0,0.02592,0.03329,0
-8.2052e-05,0.0081378,0,0.0264,0.033638,0
-0.00019162,0.0084454,0,0.02688,0.033986,0
-0.0003064,0.0087602,0,0.02736,0.034333,0
-0.00042643,0.0090822,0,0.02784,0.034681,0
-0.00055176,0.0094114,0,0.02832,0.035028,0
-0.00068243,0.0097479,0,0.0288,0.035376,0
-0.0008185,0.010092,0,0.02928,0.035724,0
-0.00095999,0.010443,0,0.02976,0.036071,0
-0.001107,0.010801,0,0.03024,0.036419,0
-0.0012595,0.011167,0,0.03072,0.036766,0
-0.0014176,0.011541,0,0.0312,0.037114,0
-0.0015814,0.011922,0,0.03168,0.037462,0
-0.0017508,0.01231,0,0.03216,0.037809,0
-0.001926,0.012707,0,0.03264,0.038157,0
-0.002107,0.01311,0,0.03312,0.038504,0
-0.0022939,0.013522,0,0.0336,0.038852,0
-0.0024868,0.013941,0,0.03408,0.0392,0
-0.0026856,0.014367,0,0.03456,0.039547,0
-0.0028905,0.014802,0,0.03504,0.039895,0
-0.0031015,0.015244,0,0.03552,0.040242,0
-0.0033187,0.015694,0,0.036,0.04059,0
-0.0035422,0.016152,0,0.03648,0.040938,0
-0.0037719,0.016618,0,0.03696,0.041285,0
-0.0040081,0.017091,0,0.03744,0.041633,0
-0.0042507,0.017572,0,0.03792,0.04198,0
-0.0044997,0.018062,0,0.0384,0.042328,0
-0.0047553,0.018559,0,0.03888,0.042676,0
-0.0050174,0.019064,0,0.03936,0.043023,0
-0.0052861,0.019576,0,0.03984,0.043371,0
-0.0055614,0.020097,0,0.04032,0.043718,0
-0.0058432,0.020625,0,0.0408,0.044066,0
-0.0061315,0.021161,0,0.04128,0.044414,0
-0.0064261,0.021705,0,0.04176,0.044761,0
-0.0067268,0.022256,0,0.04224,0.045109,0
-0.0070334,0.022815,0,0.04272,0.045456,0
-0.0073454,0.02338,0,0.0432,0.045804,0
-0.0076623,0.023952,0,0.04368,0.046152,0
-0.0079834,0.024531,0,0.04416,0.046499,0
-0.008308,0.025114,0,0.04464,0.046847,0
-0.0086354,0.025702,0,0.04512,0.047194,0
-0.0089649,0.026293,0,0.0456,0.047542,0
-0.0092962,0.026886,0,0.04608,0.04789,0
-0.0096291,0.02748,0,0.04656,0.048237,0
-0.009964,0.028074,0,0.04704,0.048585,0
-0.010301,0.028668,0,0.04752,0.048932,0
-0.010643,0.029262,0,0.048,0.04928,0
0,0,0,0,0.01496,0
4.5976e-05,6.5583e-05,0,0.00048,0.015305,0
9.2398e-05,0.00013024,0,0.00096,0.01565,0
0.00013917,0.00019428,0,0.00144,0.015994,0
0.00018621,0.00025799,0,0.00192,0.016339,0
0.00023339,0.00032165,0,0.0024,0.016684,0
0.00028061,0.00038556,0,0.00288,0.017029,0
0.00032774,0.00044998,0,0.00336,0.017374,0
0.00037467,0.00051519,0,0.00384,0.017718,0
0.00042127,0.00058145,0,0.00432,0.018063,0
0.0004674,0.00064903,0,0.0048,0.018408,0
0.00051292,0.00071818,0,0.00528,0.018753,0
0.00055768,0.00078916,0,0.00576,0.019098,0
0.00060155,0.00086221,0,0.00624,0.019442,0
0.00064437,0.00093759,0,0.00672,0.019787,0
0.00068598,0.0010155,0,0.0072,0.020132,0
0.00072624,0.0010963,0,0.00768,0.020477,0
0.00076498,0.00118,0,0.00816,0.020822,0
0.00080205,0.001267,0,0.00864,0.021166,0
0.00083729,0.0013575,0,0.00912,0.021511,0
0.00087055,0.0014516,0,0.0096,0.021856,0
0.00090165,0.0015496,0,0.01008,0.022201,0
0.00093046,0.0016517,0,0.01056,0.022546,0
0.0009568,0.001758,0,0.01104,0.02289,0
0.00098054,0.0018688,0,0.01152,0.023235,0
0.0010015,0.0019842,0,0.012,0.02358,0
0.0010196,0.0021043,0,0.01248,0.023925,0
0.0010346,0.0022294,0,0.01296,0.02427,0
0.0010465,0.0023595,0,0.01344,0.024614,0
0.001055,0.0024949,0,0.01392,0.024959,0
0.0010601,0.0026356,0,0.0144,0.025304,0
0.0010616,0.0027818,0,0.01488,0.025649,0
0.0010594,0.0029336,0,0.01536,0.025994,0
0.0010535,0.003091,0,0.01584,0.026338,0
0.0010436,0.0032543,0,0.01632,0.026683,0
0.0010298,0.0034235,0,0.0168,0.027028,0
0.0010118,0.0035986,0,0.01728,0.027373,0
0.00098971,0.0037798,0,0.01776,0.027718,0
0.00096335,0.0039672,0,0.01824,0.028062,0
0.00093265,0.0041608,0,0.01872,0.028407,0
0.00089756,0.0043607,0,0.0192,0.028752,0
0.00085799,0.0045669,0,0.01968,0.029097,0
0.00081391,0.0047795,0,0.02016,0.029442,0
0.00076523,0.0049987,0,0.02064,0.029786,0
0.00071192,0.0052243,0,0.02112,0.030131,0
0.00065392,0.0054566,0,0.0216,0.030476,0
0.00059119,0.0056955,0,0.02208,0.030821,0
0.00052368,0.0059411,0,0.02256,0.031166,0
0.00045135,0.0061934,0,0.02304,0.03151,0
0.00037416,0.0064525,0,0.02352,0.031855,0
0.00029206,0.0067185,0,0.024,0.0322,0
0.00020503,0.0069913,0,0.02448,0.032545,0
0.00011302,0.007271,0,0.02496,0.03289,0
